ID;Name;Longitude_WGS84;Latitude_WGS84;NameOfStation;Line;LittleFunctionalBPAAmount;BPAAmount;RepairOfEscalators
27;Строгино, вход-выход 1 в восточный вестибюль;37.405145;55.802894;Строгино;Арбатско-Покровская линия;4;4;
29;Строгино, вход-выход 3 в восточный вестибюль;37.405607;55.803625;Строгино;Арбатско-Покровская линия;4;4;
40;Молодёжная, выход из западного вестибюля;37.415801;55.741336;Молодёжная;Арбатско-Покровская линия;;;
42;Молодёжная, выход из восточного вестибюля;37.418016;55.740298;Молодёжная;Арбатско-Покровская линия;;;
56;Киевская, вход 1 в вестибюль с пригородных поездов;37.564813;55.743095;Киевская;Арбатско-Покровская линия;4;4;
169;Царицыно, вход-выход 1 в южный вестибюль;37.6706788;55.6197162;Царицыно;Замоскворецкая линия;6;6;
711;Черкизовская, вход-выход 2 в северный вестибюль;37.7445447;55.805133;Черкизовская;Сокольническая линия;2;2;
710;Черкизовская, вход-выход 1 в северный вестибюль;37.7445503;55.8048131;Черкизовская;Сокольническая линия;2;2;
708;Черкизовская, вход в южный вестибюль;37.7444641;55.8027347;Черкизовская;Сокольническая линия;6;6;
540;Чертановская, вход-выход 3 в северный вестибюль;37.6050806;55.640746;Чертановская;Серпуховско-Тимирязевская линия;5;5;
536;Чертановская, вход в южный вестибюль;37.608036;55.6399002;Чертановская;Серпуховско-Тимирязевская линия;5;5;
787;Пушкинская, вход-выход 2 в совмещенный вестибюль;37604;55.7653;Пушкинская;Таганско-Краснопресненская линия;5;5;
786;Пушкинская, вход-выход 4 в совмещенный вестибюль;37.6050054;55.7653257;Пушкинская;Таганско-Краснопресненская линия;5;5;
569;Чеховская, вход-выход 3 в вестибюль;37.6084435;55.7658652;Чеховская;Серпуховско-Тимирязевская линия;5;5;
822;Сходненская, вход-выход 2 в 1-й вестибюль;37.4393629;55.8492989;Сходненская;Таганско-Краснопресненская линия;3;3;
829;Сходненская, вход-выход 4 во 2-й вестибюль;37.440023;55.851709;Сходненская;Таганско-Краснопресненская линия;4;4;
828;Сходненская, вход-выход 3 во 2-й вестибюль;37.4403099;55.8515441;Сходненская;Таганско-Краснопресненская линия;4;4;
825;Сходненская, вход-выход 5 в 1-й вестибюль;37.44072;55.849722;Сходненская;Таганско-Краснопресненская линия;3;3;
823;Сходненская, вход-выход 3 в 1-й вестибюль;37.4406824;55.8492661;Сходненская;Таганско-Краснопресненская линия;3;3;
